original_filename,copied_filename,sanitized_source_label,copied_relative_path,size_bytes,created_time,modified_time,sha256,detected_format,project_category,apparent_version,authority_classification,duplicate_group,family_group,notes
Cognitive_Basin_Thesis_v0_1.md,Cognitive_Basin_Thesis_v0_1.md,cognitive_basin/Cognitive_Basin_Thesis_v0_1.md,08_COGNITIVE_BASIN/Cognitive_Basin_Thesis_v0_1.md,25037,2026-06-06T06:04:49.177355+00:00,2026-06-06T06:04:49.368356+00:00,a443fec01cfff39761fc34200bebab0f0ab7e640438b1704fe0b037c089d1188,md,08_COGNITIVE_BASIN,,CURRENT_SPECIFICATION,,cognitive basin thesis,Cognitive Basin thesis markdown.
Cognitive Basin- A Fractal Attractor Architecture.docx,Cognitive Basin- A Fractal Attractor Architecture.docx,cognitive_basin/Cognitive Basin- A Fractal Attractor Architecture.docx,08_COGNITIVE_BASIN/Cognitive Basin- A Fractal Attractor Architecture.docx,20979,2026-06-07T16:11:08.068938+00:00,2026-06-07T16:11:08.426610+00:00,95ec392a85adc03c009ec0ad5088f8f536ff4a08341d13f72e4aaab8a51cae11,docx,08_COGNITIVE_BASIN,,PUBLICATION_DRAFT,,cognitive basin a fractal attractor architecture,Fractal attractor architecture draft.
Synaptient Activation Runtime Thesis.docx,Synaptient Activation Runtime Thesis.docx,cognitive_basin/Synaptient Activation Runtime Thesis.docx,08_COGNITIVE_BASIN/Synaptient Activation Runtime Thesis.docx,29793,2026-06-07T17:10:15.401599+00:00,2026-06-07T17:10:15.987600+00:00,f1be89dacbcbdd34348befff27cda7cadcfd8543d47c583ff074c4d8eb5ae10a,docx,08_COGNITIVE_BASIN,,PUBLICATION_DRAFT,,synaptient activation runtime thesis,Activation runtime thesis.
cli.py,cli.py,fractalish_build/fractalish-ai/operational_self/cli.py,08_COGNITIVE_BASIN/cli.py,4262,2026-06-10T21:49:53.090222+00:00,2026-06-10T21:49:53.090222+00:00,d8c0f9fdf05674173afaee935702f1d22f51d879fc7a6a7de6e6ee733025b923,py,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,cli,Operational self prototype and schemas.
operational_self_whitepaper_v0_1.md,operational_self_whitepaper_v0_1.md,fractalish_build/fractalish-ai/operational_self/operational_self_whitepaper_v0_1.md,08_COGNITIVE_BASIN/operational_self_whitepaper_v0_1.md,1466,2026-06-10T21:50:28.487280+00:00,2026-06-10T21:50:28.487280+00:00,8df0d069af0835d90524b36327d148fdff2cb808ede5fb0e1be2e437e67ef7a7,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,operational self whitepaper,Operational self prototype and schemas.
README.md,README.md,fractalish_build/fractalish-ai/operational_self/README.md,08_COGNITIVE_BASIN/README.md,2515,2026-06-10T21:50:28.487280+00:00,2026-06-10T21:50:28.487280+00:00,d24d035932dfb9c221de2c922957c1b1faf352e821e2c300b9a18140e2d81404,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,readme,Operational self prototype and schemas.
app.js,app.js,fractalish_build/fractalish-ai/operational_self/dashboard/app.js,08_COGNITIVE_BASIN/app.js,2500,2026-06-10T21:50:15.094908+00:00,2026-06-10T21:50:15.094908+00:00,ac60735b6d3b0714c115a0d78accef95d55aebedb67b57533815323e534dcceb,js,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,app js,Operational self prototype and schemas.
index.html,index.html,fractalish_build/fractalish-ai/operational_self/dashboard/index.html,08_COGNITIVE_BASIN/index.html,1000,2026-06-10T21:50:15.094908+00:00,2026-06-10T21:50:15.094908+00:00,3a8b5c52f4a1daa0397849aa41993ef48f30476cd8a8b9f366f5c2b32626ff16,html,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,index,Operational self prototype and schemas.
styles.css,styles.css,fractalish_build/fractalish-ai/operational_self/dashboard/styles.css,08_COGNITIVE_BASIN/styles.css,1450,2026-06-10T21:50:15.094908+00:00,2026-06-10T21:50:15.094908+00:00,60b6fef3fea5408dab7a50415e1a94ec6d982bce16dd04ac99f7dbe58235649b,css,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,styles css,Operational self prototype and schemas.
.gitkeep,.gitkeep,fractalish_build/fractalish-ai/operational_self/outputs/.gitkeep,08_COGNITIVE_BASIN/.gitkeep,0,2026-06-10T21:50:28.487280+00:00,2026-06-10T21:50:28.487280+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,exact-e3b0c44298fc,gitkeep,Operational self prototype and schemas.
audit.jsonl,audit.jsonl,fractalish_build/fractalish-ai/operational_self/outputs/audit.jsonl,08_COGNITIVE_BASIN/audit.jsonl,28274,2026-06-10T21:51:34.303811+00:00,2026-06-10T23:19:19.520972+00:00,f76481e678e1588609671f02f3f630e60ba63ab7c40b40a8301ab23bc99cf29a,jsonl,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,audit jsonl,Operational self prototype and schemas.
compressed_memories.json,compressed_memories.json,fractalish_build/fractalish-ai/operational_self/outputs/compressed_memories.json,08_COGNITIVE_BASIN/compressed_memories.json,14139,2026-06-10T21:51:34.308811+00:00,2026-06-10T23:19:19.537973+00:00,422bbba046e8bb70ec8d0719a62697bb16e44b4d2b9c460ce10d17315a30b0ca,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,compressed memories,Operational self prototype and schemas.
contradiction_scars.json,contradiction_scars.json,fractalish_build/fractalish-ai/operational_self/outputs/contradiction_scars.json,08_COGNITIVE_BASIN/contradiction_scars.json,959,2026-06-10T21:51:34.309815+00:00,2026-06-10T23:19:19.538973+00:00,84718cc3e46f70dcaa4896f9f47a08ed58372921d053823cb26384f91e663468,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,contradiction scars,Operational self prototype and schemas.
dashboard_summary.json,dashboard_summary.json,fractalish_build/fractalish-ai/operational_self/outputs/dashboard_summary.json,08_COGNITIVE_BASIN/dashboard_summary.json,133421,2026-06-10T21:51:34.362810+00:00,2026-06-10T23:19:19.553974+00:00,674c8d08b9692a92fc55e7bc412df85c10ef3e02c4e3529bdc0b7ed76a659669,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,dashboard summary,Operational self prototype and schemas.
demo_summary.json,demo_summary.json,fractalish_build/fractalish-ai/operational_self/outputs/demo_summary.json,08_COGNITIVE_BASIN/demo_summary.json,331,2026-06-10T21:51:34.353813+00:00,2026-06-10T23:19:19.542973+00:00,5169da1216d2d3df523d4729b243b26d00ef257c224e1a54faf5d844b878d934,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,demo summary,Operational self prototype and schemas.
demo_summary.md,demo_summary.md,fractalish_build/fractalish-ai/operational_self/outputs/demo_summary.md,08_COGNITIVE_BASIN/demo_summary.md,258,2026-06-10T21:51:34.353813+00:00,2026-06-10T23:19:19.542973+00:00,b7f7f470dee66865a62cbcad966f670050ddcb9b5a802e8046b79f0ed43ed789,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,demo summary,Operational self prototype and schemas.
fog_regions.json,fog_regions.json,fractalish_build/fractalish-ai/operational_self/outputs/fog_regions.json,08_COGNITIVE_BASIN/fog_regions.json,2664,2026-06-10T21:51:34.310812+00:00,2026-06-10T23:19:19.539972+00:00,eacd571c4a55362b34ca360124122dc093da3d914a1c44e0f0e27a18ce6785af,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fog regions,Operational self prototype and schemas.
fractal_memory_map_snapshot.json,fractal_memory_map_snapshot.json,fractalish_build/fractalish-ai/operational_self/outputs/fractal_memory_map_snapshot.json,08_COGNITIVE_BASIN/fractal_memory_map_snapshot.json,23962,2026-06-10T21:51:34.312811+00:00,2026-06-10T23:19:19.541973+00:00,586b070bc4692890b894bb281720d290d088d32510c136cd5c02d0b6799033d8,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fractal memory map snapshot,Operational self prototype and schemas.
memory_attractors.json,memory_attractors.json,fractalish_build/fractalish-ai/operational_self/outputs/memory_attractors.json,08_COGNITIVE_BASIN/memory_attractors.json,9837,2026-06-10T21:51:34.308811+00:00,2026-06-10T23:19:19.538973+00:00,4a116cd4f7d92b385f702eebd39014d9503ebfdf6e1b9ce6e709f770c34aad8b,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory attractors,Operational self prototype and schemas.
memory_events.json,memory_events.json,fractalish_build/fractalish-ai/operational_self/outputs/memory_events.json,08_COGNITIVE_BASIN/memory_events.json,15604,2026-06-10T21:51:34.307811+00:00,2026-06-10T23:19:19.536974+00:00,4ed27d463b9d874ec724b8d9b0a227f89dc64654f6ab4f3ef77f39d1577fb5e5,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory events,Operational self prototype and schemas.
memory_links.json,memory_links.json,fractalish_build/fractalish-ai/operational_self/outputs/memory_links.json,08_COGNITIVE_BASIN/memory_links.json,6484,2026-06-10T21:51:34.309815+00:00,2026-06-10T23:19:19.538973+00:00,3abba6faf949e0ddf42ae3aa72d9775aaed0fe5065edf2d681f66539e8ae7e8d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory links,Operational self prototype and schemas.
operational_self_snapshot.json,operational_self_snapshot.json,fractalish_build/fractalish-ai/operational_self/outputs/operational_self_snapshot.json,08_COGNITIVE_BASIN/operational_self_snapshot.json,23712,2026-06-10T21:51:34.312811+00:00,2026-06-10T23:19:19.541973+00:00,1bfa530e5da804d10c64582ea25af92c777d547f7d12de57f9bca1f70d4dbfc7,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,operational self snapshot,Operational self prototype and schemas.
replay_routes.json,replay_routes.json,fractalish_build/fractalish-ai/operational_self/outputs/replay_routes.json,08_COGNITIVE_BASIN/replay_routes.json,12634,2026-06-10T21:51:34.310812+00:00,2026-06-10T23:19:19.539972+00:00,b0e12fe2703d8c950f88820b6f59c35f3e986e4f1cb045ea544d6bfd76912c62,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,replay routes,Operational self prototype and schemas.
self_narrative_frame.json,self_narrative_frame.json,fractalish_build/fractalish-ai/operational_self/outputs/self_narrative_frame.json,08_COGNITIVE_BASIN/self_narrative_frame.json,1679,2026-06-10T21:51:34.311811+00:00,2026-06-10T23:19:19.540972+00:00,689544e14273dc182590c66e3c4dabde961da75f7c53fde4035798dd17df6c9d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,self narrative frame,Operational self prototype and schemas.
self_state.json,self_state.json,fractalish_build/fractalish-ai/operational_self/outputs/self_state.json,08_COGNITIVE_BASIN/self_state.json,2454,2026-06-10T21:51:34.311811+00:00,2026-06-10T23:19:19.540972+00:00,03270633787579391f48554f210fd36a9e589d5cd3f6f8eac4de631cb3001e0e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,self state,Operational self prototype and schemas.
session_glyph_update.json,session_glyph_update.json,fractalish_build/fractalish-ai/operational_self/outputs/session_glyph_update.json,08_COGNITIVE_BASIN/session_glyph_update.json,17341,2026-06-10T21:51:34.313815+00:00,2026-06-10T23:19:19.542973+00:00,f552712a292881e291075acc690304d64260e4956728f991578560e6347e0229,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,session glyph update,Operational self prototype and schemas.
compressed_memory.schema.json,compressed_memory.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/compressed_memory.schema.json,08_COGNITIVE_BASIN/compressed_memory.schema.json,185,2026-06-10T21:50:28.491281+00:00,2026-06-10T21:50:28.491281+00:00,bad82ff2e4d15d38044a6a5719d530d45f7e9583d450e2ff4e506f5cd32afbeb,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,compressed memory schema,Operational self prototype and schemas.
contradiction_scar.schema.json,contradiction_scar.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/contradiction_scar.schema.json,08_COGNITIVE_BASIN/contradiction_scar.schema.json,158,2026-06-10T21:50:28.491281+00:00,2026-06-10T21:50:28.491281+00:00,66989c74fae33f9dd74b18fc406f9ea517f027b5aaef03b74bb147b7498d07c3,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,contradiction scar schema,Operational self prototype and schemas.
fog_region.schema.json,fog_region.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/fog_region.schema.json,08_COGNITIVE_BASIN/fog_region.schema.json,154,2026-06-10T21:50:28.490281+00:00,2026-06-10T21:50:28.490281+00:00,977a62f9921983aae74664dba08fbc2b66bf5b63d4e65bcda90eace09948a54e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fog region schema,Operational self prototype and schemas.
memory_attractor.schema.json,memory_attractor.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/memory_attractor.schema.json,08_COGNITIVE_BASIN/memory_attractor.schema.json,180,2026-06-10T21:50:28.491281+00:00,2026-06-10T21:50:28.491281+00:00,120d9aa6f9710a51c7e6e3f7179a45ab068e51ff21c1e099912a1ff4bb6307a9,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory attractor schema,Operational self prototype and schemas.
memory_event.schema.json,memory_event.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/memory_event.schema.json,08_COGNITIVE_BASIN/memory_event.schema.json,188,2026-06-10T21:50:28.490281+00:00,2026-06-10T21:50:28.491281+00:00,c4f309c74a4992959d59393a607104d390d3b58e462e39932b08682ea32e5f72,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory event schema,Operational self prototype and schemas.
memory_link.schema.json,memory_link.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/memory_link.schema.json,08_COGNITIVE_BASIN/memory_link.schema.json,162,2026-06-10T21:50:28.491281+00:00,2026-06-10T21:50:28.491281+00:00,f7ef68230fbbad549e412bb330da44c4f0fce70c17b55c25a158e145ef322487,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,memory link schema,Operational self prototype and schemas.
operational_self_snapshot.schema.json,operational_self_snapshot.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/operational_self_snapshot.schema.json,08_COGNITIVE_BASIN/operational_self_snapshot.schema.json,174,2026-06-10T21:50:28.491281+00:00,2026-06-10T21:50:28.491281+00:00,db2df603aa51ea43583c89195304e4ffac200bcffd0fdda89996d134b0b28efc,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,operational self snapshot schema,Operational self prototype and schemas.
operational_self_state.schema.json,operational_self_state.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/operational_self_state.schema.json,08_COGNITIVE_BASIN/operational_self_state.schema.json,180,2026-06-10T21:50:28.487280+00:00,2026-06-10T21:50:28.488281+00:00,c8ad018c24085d070212ad6c183c163c7a6063089f6838ae7f6683d135a0d366,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,operational self state schema,Operational self prototype and schemas.
replay_route.schema.json,replay_route.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/replay_route.schema.json,08_COGNITIVE_BASIN/replay_route.schema.json,142,2026-06-10T21:50:28.490281+00:00,2026-06-10T21:50:28.490281+00:00,7ef827a8465516e5df18a5cd8da765f53ff60a37aac3d03bb286607b3e98a52f,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,replay route schema,Operational self prototype and schemas.
self_narrative_frame.schema.json,self_narrative_frame.schema.json,fractalish_build/fractalish-ai/operational_self/schemas/self_narrative_frame.schema.json,08_COGNITIVE_BASIN/self_narrative_frame.schema.json,163,2026-06-10T21:50:28.490281+00:00,2026-06-10T21:50:28.491281+00:00,ac3a3b2ca3ed8eeb348d497deb2af7bcce9f583002dc07c862591552df2cf1ef,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,self narrative frame schema,Operational self prototype and schemas.
authority_claim_summary.json,authority_claim_summary.json,fractalish_build/fractalish-ai/operational_self/samples/authority_events/authority_claim_summary.json,08_COGNITIVE_BASIN/authority_claim_summary.json,2433,2026-06-10T21:49:53.092221+00:00,2026-06-10T21:49:53.093223+00:00,4449ea0f911594cb0462970f0f6c7e8cb32c1c465ba5a2eb8c0aef416c8659c8,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority claim summary,Operational self prototype and schemas.
operational_self_discussion.json,operational_self_discussion.json,fractalish_build/fractalish-ai/operational_self/samples/chat_turns/operational_self_discussion.json,08_COGNITIVE_BASIN/operational_self_discussion.json,1970,2026-06-10T21:49:53.092221+00:00,2026-06-10T21:49:53.093223+00:00,fbc0f3fccee73163b686d134d971d4311f0aac33c4671c53a2e15aab6408e650,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,operational self discussion,Operational self prototype and schemas.
guardian_intake_summary.json,guardian_intake_summary.json,fractalish_build/fractalish-ai/operational_self/samples/guardian_events/guardian_intake_summary.json,08_COGNITIVE_BASIN/guardian_intake_summary.json,2455,2026-06-10T21:49:53.092221+00:00,2026-06-10T21:49:53.093223+00:00,1f1eeb8c379d13d6d811ef34a569efcd5efa1703949cb92b7ee36595bd9eda43,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,guardian intake summary,Operational self prototype and schemas.
fractalish_build_session.json,fractalish_build_session.json,fractalish_build/fractalish-ai/operational_self/samples/session_events/fractalish_build_session.json,08_COGNITIVE_BASIN/fractalish_build_session.json,3740,2026-06-10T21:49:53.092221+00:00,2026-06-10T21:49:53.093223+00:00,9b2139dd1915308304bddd9b534dd9ec6b67fa4f411854b7e38062fde3dc48a1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fractalish build session,Operational self prototype and schemas.
authority_corpus_whitepaper_v0_1.md,authority_corpus_whitepaper_v0_1.md,fractalish_build/fractalish-ai/guardian_authority/authority_corpus_whitepaper_v0_1.md,08_COGNITIVE_BASIN/authority_corpus_whitepaper_v0_1.md,2631,2026-06-10T19:57:08.870216+00:00,2026-06-10T19:57:08.870216+00:00,075bcccd09f0a6aa292ecaef2d30bbebdd481c445b632346fde3deb3d01c153f,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority corpus whitepaper,Guardian authority prototype.
cli.py,cli__dup1.py,fractalish_build/fractalish-ai/guardian_authority/cli.py,08_COGNITIVE_BASIN/cli__dup1.py,4512,2026-06-10T19:56:38.238294+00:00,2026-06-10T19:56:38.238294+00:00,dd8910fd7e1586de8a4928623af5dd66a786bc62a9e8cc0cbf914c579ac7e1a7,py,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,cli,Guardian authority prototype.
README.md,README__dup1.md,fractalish_build/fractalish-ai/guardian_authority/README.md,08_COGNITIVE_BASIN/README__dup1.md,4385,2026-06-10T19:57:08.869216+00:00,2026-06-10T19:57:08.870216+00:00,259baeeb4e70b7360f2e5acb44bba2d33a7deca825c48ff9d824519066a8ee4f,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,readme,Guardian authority prototype.
app.js,app__dup1.js,fractalish_build/fractalish-ai/guardian_authority/dashboard/app.js,08_COGNITIVE_BASIN/app__dup1.js,2777,2026-06-10T19:56:38.238294+00:00,2026-06-10T19:56:38.239297+00:00,ae327d177c636b489b65d194e13c286b817ec21221ef13d67af89ae757c471df,js,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,app js,Guardian authority prototype.
index.html,index__dup1.html,fractalish_build/fractalish-ai/guardian_authority/dashboard/index.html,08_COGNITIVE_BASIN/index__dup1.html,939,2026-06-10T19:56:38.238294+00:00,2026-06-10T19:56:38.238294+00:00,35ba17e71e7483ab046b63fcc5d724c1a970aad1fe00c14d5ea5c55a5f4c5e83,html,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,index,Guardian authority prototype.
styles.css,styles__dup1.css,fractalish_build/fractalish-ai/guardian_authority/dashboard/styles.css,08_COGNITIVE_BASIN/styles__dup1.css,1846,2026-06-10T19:56:38.238294+00:00,2026-06-10T19:56:38.238294+00:00,38ac6aaf6ff7728c55159d203d0d5b3745af6464ae644090e6331fd575926c21,css,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,styles css,Guardian authority prototype.
.gitkeep,.gitkeep,fractalish_build/fractalish-ai/guardian_authority/outputs/.gitkeep,08_COGNITIVE_BASIN/.gitkeep,0,2026-06-10T19:56:55.648817+00:00,2026-06-10T19:56:55.648817+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,exact-e3b0c44298fc,gitkeep,Guardian authority prototype.
audit.jsonl,audit__dup1.jsonl,fractalish_build/fractalish-ai/guardian_authority/outputs/audit.jsonl,08_COGNITIVE_BASIN/audit__dup1.jsonl,19360,2026-06-10T19:58:04.083593+00:00,2026-06-10T23:19:19.289972+00:00,7315f023b5412518376ebf6983f2e8a0dc9ec3177298a3c9a894d3e5da780aa5,jsonl,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,audit jsonl,Guardian authority prototype.
authority_claims.json,authority_claims.json,fractalish_build/fractalish-ai/guardian_authority/outputs/authority_claims.json,08_COGNITIVE_BASIN/authority_claims.json,10206,2026-06-10T19:58:04.085592+00:00,2026-06-10T23:19:19.291975+00:00,6e7d470f20f3974edb63ca05c0972649e38ff83a85e2263c2674cf155cce6e28,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority claims,Guardian authority prototype.
authority_demo_summary.json,authority_demo_summary.json,fractalish_build/fractalish-ai/guardian_authority/outputs/authority_demo_summary.json,08_COGNITIVE_BASIN/authority_demo_summary.json,4602,2026-06-10T19:58:04.163271+00:00,2026-06-10T23:19:19.293973+00:00,29c07651b31d633ef672eacd2bef2d19ad89ced9b17f12352147bb2b01754ce5,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority demo summary,Guardian authority prototype.
authority_demo_summary.md,authority_demo_summary.md,fractalish_build/fractalish-ai/guardian_authority/outputs/authority_demo_summary.md,08_COGNITIVE_BASIN/authority_demo_summary.md,1106,2026-06-10T19:58:04.164271+00:00,2026-06-10T23:19:19.293973+00:00,1dc3f6d61ba9de984f150c977e87fcea2e142c4868c408db8bf370354ff17dc8,md,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority demo summary,Guardian authority prototype.
authority_records.json,authority_records.json,fractalish_build/fractalish-ai/guardian_authority/outputs/authority_records.json,08_COGNITIVE_BASIN/authority_records.json,24966,2026-06-10T19:58:04.084591+00:00,2026-06-10T23:19:19.290974+00:00,39a4210a967ce861ad5ffeb54ccd9a8d5bba96bf75d1d2cd3477a86177f76715,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,exact-39a4210a967c,authority records,Guardian authority prototype.
authority_sources.json,authority_sources.json,fractalish_build/fractalish-ai/guardian_authority/outputs/authority_sources.json,08_COGNITIVE_BASIN/authority_sources.json,3457,2026-06-10T19:58:04.084591+00:00,2026-06-10T23:19:19.290974+00:00,ca65b9f4c968af9ca991953300b6c82bc7910ee0da3f95e5327c9c5cca44807d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority sources,Guardian authority prototype.
citation_routes.json,citation_routes.json,fractalish_build/fractalish-ai/guardian_authority/outputs/citation_routes.json,08_COGNITIVE_BASIN/citation_routes.json,18590,2026-06-10T19:58:04.085592+00:00,2026-06-10T23:19:19.292975+00:00,bfb67e4a1255a963abfe5bc6255225e04c37bef61ee6a48f763d808e9575a4d2,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,citation routes,Guardian authority prototype.
conflicts.json,conflicts.json,fractalish_build/fractalish-ai/guardian_authority/outputs/conflicts.json,08_COGNITIVE_BASIN/conflicts.json,21358,2026-06-10T19:58:04.086593+00:00,2026-06-10T23:19:19.292975+00:00,5365da821c87abc6458caa7fb4ed7315068408efcf2c7e953ec6d0648b8c002e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,conflicts,Guardian authority prototype.
dashboard_summary.json,dashboard_summary__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/dashboard_summary.json,08_COGNITIVE_BASIN/dashboard_summary__dup1.json,124305,2026-06-10T19:58:04.173271+00:00,2026-06-10T23:19:19.302972+00:00,c1953bd3661006427a3cc8c4558ae8b8a85875bdee5eb532cb0f492b386cb24c,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,dashboard summary,Guardian authority prototype.
fractal_memory_map_authority_snapshot.json,fractal_memory_map_authority_snapshot.json,fractalish_build/fractalish-ai/guardian_authority/outputs/fractal_memory_map_authority_snapshot.json,08_COGNITIVE_BASIN/fractal_memory_map_authority_snapshot.json,3406,2026-06-10T19:58:04.104477+00:00,2026-06-10T23:19:19.289972+00:00,539f3e73672fe334130e1fcf0d0059f112a590f3886c3d703b1237291a11d4a1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fractal memory map authority snapshot,Guardian authority prototype.
guard_decisions.json,guard_decisions.json,fractalish_build/fractalish-ai/guardian_authority/outputs/guard_decisions.json,08_COGNITIVE_BASIN/guard_decisions.json,4018,2026-06-10T19:58:04.102476+00:00,2026-06-10T23:19:19.287972+00:00,21a5fe34fbfccca1fc6360bcedd2893eb56d5f87be5d38db53cd7bb4691ad865,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,guard decisions,Guardian authority prototype.
lifecycle_records.json,lifecycle_records.json,fractalish_build/fractalish-ai/guardian_authority/outputs/lifecycle_records.json,08_COGNITIVE_BASIN/lifecycle_records.json,3841,2026-06-10T19:58:04.086593+00:00,2026-06-10T23:19:19.293973+00:00,d4f4e586c78ca427b9c45a69df14b637d1ba807f6f3d9431371af0a15f6993d1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,lifecycle records,Guardian authority prototype.
session_glyph_authority_update.json,session_glyph_authority_update.json,fractalish_build/fractalish-ai/guardian_authority/outputs/session_glyph_authority_update.json,08_COGNITIVE_BASIN/session_glyph_authority_update.json,1686,2026-06-10T19:58:04.105476+00:00,2026-06-10T23:19:19.289972+00:00,f636bbab4331991cba9819aa5298ada6411bc6c243011db46464a27fdd613dcf,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,session glyph authority update,Guardian authority prototype.
authority_claim.schema.json,authority_claim.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_claim.schema.json,08_COGNITIVE_BASIN/authority_claim.schema.json,463,2026-06-10T19:56:55.651348+00:00,2026-06-10T19:56:55.651348+00:00,e1aef4a62dda09554606be7993a42f0116e5b273358ec674d26a03da9837703e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority claim schema,Guardian authority prototype.
authority_conflict.schema.json,authority_conflict.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_conflict.schema.json,08_COGNITIVE_BASIN/authority_conflict.schema.json,469,2026-06-10T19:56:55.651348+00:00,2026-06-10T19:56:55.651348+00:00,cd2bc94dea78bf4db3a103f355dd38a603134dcbc27a82e57cf541058270d8de,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority conflict schema,Guardian authority prototype.
